00080  0.398  0.402  0.148  -0.000  0.002 
00081  0.393  0.397  0.152  -0.000  0.002 
00082  0.388  0.392  0.156  -0.000  0.002 
00083  0.383  0.387  0.160  -0.000  0.002 
00084  0.379  0.381  0.164  -0.000  0.003 
00085  0.374  0.376  0.168  -0.000  0.002 
00086  0.369  0.371  0.171  -0.000  0.003 
00087  0.364  0.366  0.175  -0.000  0.003 
00088  0.359  0.361  0.179  0.000  0.003 
00089  0.355  0.355  0.182  0.000  0.003 
00090  0.350  0.350  0.186  0.000  0.004 
00091  0.345  0.345  0.189  0.000  0.004 
00092  0.341  0.339  0.193  0.000  0.004 
00093  0.336  0.334  0.196  0.000  0.004 
00094  0.331  0.329  0.200  0.000  0.003 
00095  0.326  0.324  0.203  0.000  0.003 
00096  0.322  0.318  0.206  0.000  0.003 
00097  0.317  0.313  0.209  0.000  0.003 
00098  0.312  0.308  0.212  0.000  0.002 
00099  0.307  0.303  0.215  0.000  0.002 
00100  0.302  0.298  0.218  0.000  0.002 
00101  0.298  0.292  0.221  0.000  0.002 
00102  0.293  0.287  0.224  0.000  0.002 
00103  0.288  0.282  0.227  0.000  0.002 
00104  0.283  0.277  0.230  0.000  0.001 
00105  0.278  0.272  0.233  0.000  0.002 
00106  0.273  0.267  0.236  0.000  0.001 
00107  0.268  0.262  0.238  0.000  0.001 
00108  0.263  0.257  0.241  0.000  0.000 
00109  0.258  0.252  0.243  0.000  0.000 
00110  0.253  0.247  0.246  0.000  -0.000 
00111  0.248  0.242  0.248  0.000  -0.000 
00112  0.243  0.237  0.251  0.000  -0.000 
00113  0.238  0.232  0.253  0.000  -0.000 
00114  0.233  0.227  0.256  0.000  -0.000 
00115  0.228  0.222  0.258  0.000  -0.001 
00116  0.223  0.217  0.260  0.000  -0.001 
00117  0.218  0.212  0.262  0.000  -0.001 
00118  0.213  0.207  0.264  0.000  -0.001 
00119  0.208  0.202  0.266  0.000  -0.002 
00120  0.203  0.197  0.268  0.000  -0.002 
00121  0.198  0.192  0.270  0.000  -0.002 
00122  0.193  0.187  0.272  0.000  -0.002 
00123  0.187  0.183  0.274  0.000  -0.002 
00124  0.182  0.178  0.276  0.000  -0.003 
00125  0.177  0.173  0.278  0.000  -0.003 
00126  0.172  0.168  0.280  0.000  -0.003 
00127  0.167  0.163  0.281  0.000  -0.003 
00128  0.161  0.159  0.283  0.000  -0.003 
00129  0.156  0.154  0.284  0.000  -0.004 
00130  0.151  0.149  0.286  0.000  -0.004 
00131  0.146  0.144  0.287  0.000  -0.004 
00132  0.140  0.140  0.289  0.000  -0.004 
00133  0.135  0.135  0.290  0.000  -0.004 
00134  0.130  0.130  0.292  0.000  -0.005 
00135  0.124  0.126  0.293  0.000  -0.004 
00136  0.119  0.121  0.294  0.000  -0.004 
00137  0.113  0.117  0.295  0.000  -0.004 
00138  0.108  0.112  0.296  0.000  -0.004 
00139  0.103  0.107  0.297  0.000  -0.004 
00140  0.098  0.102  0.298  0.000  -0.004 
00141  0.092  0.098  0.299  0.000  -0.003 
00142  0.087  0.093  0.300  0.000  -0.003 
00143  0.000  0.000  0.301  0.000  -0.003 
00000  0.000  0.000  0.302  0.000  -0.003 
00001  0.001  0.009  0.302  0.000  -0.003 
00002  0.001  0.019  0.302  0.000  -0.003 
00003  0.002  0.028  0.302  0.000  -0.003 
00004  0.003  0.037  0.302  0.000  -0.002 
00005  0.003  0.047  0.302  0.000  -0.002 
00006  0.004  0.056  0.302  0.000  -0.001 
00007  0.005  0.065  0.303  0.000  0.001 
00008  0.005  0.075  0.303  0.000  0.003 
00009  0.006  0.084  0.303  0.000  0.005 
00010  0.006  0.094  0.303  0.000  0.008 
00011  0.007  0.103  0.304  0.000  0.011 
00012  0.008  0.112  0.304  0.000  0.015 
00013  0.008  0.122  0.305  0.000  0.018 
00014  0.009  0.131  0.305  0.000  0.022 
00015  0.010  0.140  0.306  0.000  0.027 
00016  0.010  0.150  0.306  0.000  0.032 
00017  0.011  0.159  0.307  0.000  0.037 
00018  0.012  0.168  0.308  0.000  0.043 
00019  0.012  0.178  0.308  0.000  0.048 
00020  0.013  0.187  0.309  0.000  0.054 
00021  0.015  0.195  0.310  0.000  0.060 
00022  0.018  0.202  0.311  0.000  0.067 
00023  0.020  0.201  0.312  0.000  0.073 
00024  0.023  0.201  0.313  0.000  0.081 
00025  0.025  0.201  0.314  0.001  0.088 
00026  0.028  0.201  0.315  0.001  0.095 
00027  0.030  0.201  0.316  0.001  0.102 
00028  0.033  0.201  0.317  0.001  0.109 
00029  0.035  0.201  0.319  0.001  0.115 
00030  0.037  0.201  0.320  0.001  0.122 
00031  0.040  0.201  0.321  0.001  0.128 
00032  0.044  0.200  0.322  0.001  0.135 
00033  0.048  0.200  0.323  0.002  0.141 
00034  0.053  0.200  0.324  0.002  0.147 
00035  0.057  0.200  0.325  0.002  0.154 
00036  0.061  0.200  0.326  0.002  0.160 
00037  0.065  0.200  0.328  0.002  0.165 
00038  0.069  0.200  0.329  0.003  0.170 
00039  0.074  0.200  0.330  0.003  0.176 
00040  0.078  0.200  0.331  0.003  0.181 
00041  0.087  0.202  0.333  0.003  0.186 
00042  0.096  0.203  0.334  0.004  0.191 
00043  0.105  0.198  0.335  0.004  0.196 
00044  0.113  0.199  0.337  0.004  0.200 
00045  0.122  0.200  0.338  0.004  0.203 
00046  0.131  0.201  0.340  0.005  0.207 
00047  0.140  0.203  0.341  0.005  0.210 
00048  0.149  0.198  0.343  0.005  0.212 
00049  0.158  0.199  0.344  0.006  0.215 
00050  0.167  0.200  0.346  0.006  0.217 
00051  0.176  0.201  0.348  0.006  0.218 
00052  0.184  0.203  0.349  0.007  0.220 
00053  0.193  0.198  0.351  0.007  0.221 
00054  0.202  0.199  0.353  0.008  0.221 
00055  0.202  0.200  0.355  0.008  0.222 
00056  0.202  0.201  0.357  0.008  0.221 
00057  0.202  0.203  0.359  0.009  0.221 
00058  0.202  0.198  0.361  0.009  0.221 
00059  0.202  0.199  0.363  0.010  0.221 
00060  0.202  0.200  0.364  0.010  0.221 
00061  0.202  0.201  0.366  0.011  0.221 
00062  0.202  0.203  0.368  0.011  0.220 
00063  0.202  0.198  0.370  0.012  0.221 
00064  0.202  0.199  0.372  0.012  0.220 
00065  0.202  0.200  0.374  0.012  0.220 
00066  0.202  0.201  0.376  0.013  0.219 
00067  0.202  0.203  0.378  0.013  0.220 
00068  0.202  0.198  0.380  0.014  0.219 
00069  0.202  0.199  0.382  0.014  0.220 
00070  0.202  0.200  0.384  0.014  0.219 
00071  0.202  0.201  0.385  0.015  0.219 
00072  0.202  0.203  0.387  0.015  0.219 
00073  0.202  0.198  0.389  0.016  0.219 
00074  0.202  0.199  0.391  0.016  0.219 
00075  0.202  0.200  0.393  0.017  0.219 
00076  0.202  0.201  0.395  0.017  0.218 
00077  0.202  0.203  0.397  0.017  0.218 
00078  0.202  0.198  0.399  0.018  0.218 
00079  0.202  0.199  0.401  0.018  0.218 
00080  0.202  0.200  0.403  0.019  0.218 
00081  0.202  0.201  0.405  0.019  0.217 
00082  0.202  0.203  0.406  0.020  0.218 
00083  0.202  0.198  0.408  0.020  0.217 
00084  0.202  0.199  0.410  0.020  0.218 
00085  0.202  0.200  0.412  0.021  0.217 
00086  0.202  0.201  0.414  0.021  0.217 
00087  0.202  0.203  0.416  0.022  0.217 
00088  0.202  0.198  0.418  0.022  0.217 
00089  0.202  0.199  0.420  0.023  0.217 
00090  0.202  0.200  0.422  0.023  0.216 
00091  0.202  0.201  0.424  0.023  0.216 
00092  0.202  0.203  0.426  0.024  0.216 
00093  0.202  0.198  0.428  0.024  0.216 
00094  0.202  0.199  0.430  0.025  0.216 
00095  0.202  0.200  0.431  0.025  0.215 
00096  0.202  0.201  0.433  0.025  0.215 
00097  0.202  0.203  0.435  0.026  0.215 
00098  0.202  0.198  0.437  0.026  0.215 
00099  0.202  0.199  0.439  0.027  0.215 
00100  0.205  0.194  0.441  0.027  0.215 
00101  0.205  0.188  0.443  0.028  0.214 
00102  0.205  0.182  0.445  0.028  0.214 
00103  0.205  0.177  0.447  0.028  0.213 
00104  0.205  0.171  0.448  0.029  0.212 
00105  0.205  0.166  0.450  0.029  0.211 
00106  0.205  0.160  0.452  0.029  0.210 
00107  0.205  0.154  0.454  0.030  0.208 
00108  0.205  0.149  0.455  0.030  0.206 
00109  0.205  0.143  0.457  0.031  0.205 
00110  0.205  0.138  0.459  0.031  0.203 
00111  0.205  0.132  0.460  0.031  0.200 
00112  0.205  0.126  0.462  0.032  0.197 
00113  0.205  0.121  0.463  0.032  0.195 
00114  0.205  0.115  0.465  0.032  0.191 
00115  0.205  0.109  0.467  0.032  0.189 
00116  0.202  0.111  0.468  0.033  0.185 
00117  0.202  0.112  0.470  0.033  0.181 
00118  0.202  0.113  0.471  0.033  0.178 
00119  0.202  0.114  0.473  0.034  0.174 
00120  0.202  0.115  0.474  0.034  0.171 
00121  0.202  0.116  0.475  0.034  0.167 
00122  0.202  0.117  0.477  0.034  0.164 
00123  0.202  0.118  0.478  0.035  0.160 
00124  0.202  0.120  0.480  0.035  0.157 
00125  0.202  0.121  0.481  0.035  0.154 
00126  0.202  0.122  0.483  0.035  0.150 
00127  0.202  0.123  0.484  0.035  0.147 
00128  0.202  0.124  0.486  0.036  0.144 
00129  0.202  0.125  0.488  0.036  0.141 
00130  0.202  0.126  0.489  0.036  0.138 
00131  0.202  0.127  0.491  0.036  0.134 
00132  0.202  0.129  0.492  0.037  0.132 
00133  0.202  0.130  0.494  0.037  0.128 
00134  0.202  0.131  0.496  0.037  0.126 
00135  0.202  0.132  0.497  0.037  0.122 
00136  0.201  0.135  0.499  0.037  0.119 
00137  0.201  0.138  0.500  0.038  0.117 
00138  0.201  0.141  0.502  0.038  0.114 
00139  0.201  0.145  0.503  0.038  0.112 
00140  0.201  0.148  0.505  0.038  0.110 
00141  0.201  0.151  0.507  0.038  0.107 
00142  0.201  0.154  0.509  0.038  0.105 
00143  0.201  0.157  0.510  0.039  0.103 
00144  0.201  0.160  0.512  0.039  0.101 
00145  0.201  0.164  0.514  0.039  0.099 
00146  0.201  0.167  0.515  0.039  0.097 
00147  0.200  0.171  0.517  0.039  0.096 
00148  0.200  0.175  0.519  0.039  0.094 
00149  0.200  0.180  0.521  0.040  0.093 
00150  0.200  0.184  0.523  0.040  0.092 
00151  0.200  0.188  0.524  0.040  0.091 
00152  0.200  0.193  0.526  0.040  0.090 
00153  0.200  0.197  0.528  0.040  0.089 
00154  0.200  0.201  0.530  0.040  0.089 
00155  0.200  0.200  0.532  0.041  0.089 
00156  0.200  0.204  0.534  0.041  0.088 
00157  0.200  0.200  0.536  0.041  0.088 
00158  0.200  0.204  0.538  0.041  0.088 
00159  0.200  0.200  0.540  0.041  0.088 
00160  0.200  0.204  0.542  0.042  0.088 
00161  0.200  0.200  0.544  0.042  0.087 
00162  0.200  0.204  0.546  0.042  0.087 
00163  0.200  0.200  0.547  0.042  0.087 
00164  0.200  0.204  0.549  0.042  0.087 
00165  0.200  0.200  0.551  0.042  0.087 
00166  0.200  0.204  0.553  0.043  0.086 
00167  0.200  0.200  0.555  0.043  0.086 
00168  0.200  0.204  0.557  0.043  0.086 
00169  0.200  0.200  0.559  0.043  0.086 
00170  0.200  0.204  0.561  0.043  0.086 
00171  0.200  0.200  0.563  0.043  0.086 
00172  0.200  0.204  0.565  0.044  0.086 
00173  0.200  0.200  0.567  0.044  0.085 
00174  0.200  0.204  0.569  0.044  0.085 
00175  0.200  0.200  0.571  0.044  0.085 
00176  0.200  0.204  0.573  0.044  0.085 
00177  0.200  0.200  0.575  0.044  0.084 
00178  0.200  0.204  0.577  0.045  0.084 
00179  0.200  0.200  0.579  0.045  0.084 
00180  0.200  0.204  0.581  0.045  0.084 
00181  0.200  0.200  0.582  0.045  0.084 
00182  0.200  0.204  0.584  0.045  0.084 
00183  0.200  0.200  0.586  0.045  0.083 
00184  0.200  0.204  0.588  0.045  0.083 
00185  0.200  0.200  0.590  0.046  0.083 
00186  0.200  0.204  0.592  0.046  0.083 
00187  0.200  0.200  0.594  0.046  0.082 
00188  0.200  0.204  0.596  0.046  0.082 
00189  0.200  0.200  0.598  0.046  0.082 
00190  0.200  0.204  0.600  0.046  0.082 
00191  0.200  0.200  0.602  0.047  0.082 
00192  0.200  0.204  0.604  0.047  0.082 
00193  0.200  0.200  0.606  0.047  0.081 
00194  0.200  0.204  0.608  0.047  0.081 
00195  0.200  0.200  0.610  0.047  0.081 
00196  0.200  0.204  0.612  0.047  0.081 
00197  0.200  0.200  0.614  0.048  0.080 
00198  0.200  0.204  0.616  0.048  0.081 
00199  0.200  0.200  0.617  0.048  0.080 
00200  0.200  0.204  0.619  0.048  0.080 
00201  0.200  0.200  0.621  0.048  0.080 
00202  0.200  0.204  0.623  0.048  0.080 
00203  0.200  0.200  0.625  0.048  0.079 
00204  0.200  0.204  0.627  0.049  0.079 
00205  0.200  0.200  0.629  0.049  0.079 
00206  0.200  0.204  0.631  0.049  0.079 
00207  0.200  0.200  0.633  0.049  0.078 
00208  0.200  0.204  0.635  0.049  0.078 
00209  0.200  0.200  0.637  0.049  0.078 
00210  0.200  0.204  0.639  0.050  0.078 
00211  0.200  0.200  0.641  0.050  0.078 
00212  0.200  0.204  0.643  0.050  0.078 
00213  0.200  0.200  0.645  0.050  0.078 
00214  0.200  0.204  0.647  0.050  0.077 
00215  0.200  0.200  0.649  0.050  0.077 
00216  0.200  0.204  0.651  0.050  0.077 
00217  0.200  0.200  0.652  0.051  0.077 
00218  0.200  0.204  0.654  0.051  0.076 
00219  0.200  0.200  0.656  0.051  0.076 
00220  0.200  0.204  0.658  0.051  0.076 
00221  0.200  0.200  0.660  0.051  0.076 
00222  0.200  0.204  0.662  0.051  0.076 
00223  0.200  0.200  0.664  0.052  0.076 
00224  0.200  0.204  0.666  0.052  0.075 
00225  0.200  0.200  0.668  0.052  0.075 
00226  0.200  0.204  0.670  0.052  0.075 
00227  0.200  0.200  0.672  0.052  0.075 
00228  0.200  0.204  0.674  0.052  0.074 
00229  0.200  0.200  0.676  0.052  0.074 
00230  0.200  0.204  0.678  0.053  0.074 
00231  0.200  0.200  0.680  0.053  0.074 
00232  0.200  0.204  0.682  0.053  0.074 
00233  0.200  0.200  0.684  0.053  0.074 
00234  0.201  0.202  0.686  0.053  0.074 
00235  0.202  0.202  0.687  0.053  0.073 
00236  0.198  0.202  0.689  0.053  0.073 
00237  0.199  0.202  0.691  0.054  0.073 
00238  0.200  0.202  0.693  0.054  0.073 
00239  0.201  0.202  0.695  0.054  0.074 
00240  0.202  0.202  0.697  0.054  0.074 
00241  0.203  0.202  0.699  0.054  0.074 
00242  0.198  0.202  0.701  0.054  0.074 
00243  0.199  0.202  0.703  0.054  0.074 
00244  0.200  0.202  0.705  0.055  0.075 
00245  0.201  0.202  0.707  0.055  0.075 
00246  0.202  0.202  0.709  0.055  0.076 
00247  0.203  0.202  0.711  0.055  0.075 
00248  0.198  0.202  0.713  0.055  0.076 
00249  0.199  0.202  0.715  0.055  0.075 
00250  0.200  0.202  0.717  0.055  0.076 
00251  0.201  0.202  0.719  0.056  0.076 
00252  0.202  0.202  0.720  0.056  0.077 
00253  0.203  0.202  0.722  0.056  0.076 
00254  0.198  0.202  0.724  0.056  0.077 
00255  0.199  0.202  0.726  0.056  0.076 
00256  0.200  0.202  0.728  0.056  0.077 
00257  0.201  0.202  0.730  0.056  0.077 
00258  0.202  0.202  0.732  0.057  0.078 
00259  0.203  0.202  0.734  0.057  0.078 
00260  0.198  0.202  0.736  0.057  0.078 
00261  0.199  0.202  0.738  0.057  0.078 
00262  0.200  0.202  0.740  0.057  0.078 
00263  0.201  0.202  0.742  0.057  0.078 
00264  0.202  0.202  0.744  0.058  0.079 
00265  0.203  0.202  0.746  0.058  0.079 
00266  0.198  0.202  0.748  0.058  0.079 
00267  0.199  0.202  0.750  0.058  0.079 
00268  0.200  0.202  0.752  0.058  0.079 
00269  0.201  0.202  0.754  0.058  0.080 
00270  0.202  0.202  0.755  0.058  0.080 
00271  0.203  0.202  0.757  0.059  0.080 
00272  0.199  0.201  0.759  0.059  0.080 
00273  0.201  0.201  0.761  0.059  0.080 
00274  0.202  0.202  0.763  0.059  0.080 
00275  0.202  0.202  0.765  0.059  0.081 
00276  0.202  0.202  0.767  0.059  0.080 
00277  0.202  0.202  0.769  0.060  0.080 
00278  0.202  0.203  0.771  0.060  0.080 
00279  0.202  0.198  0.773  0.060  0.080 
00280  0.202  0.198  0.775  0.060  0.080 
00281  0.202  0.198  0.777  0.060  0.080 
00282  0.202  0.198  0.779  0.060  0.080 
00283  0.202  0.199  0.781  0.061  0.079 
00284  0.202  0.199  0.783  0.061  0.079 
00285  0.202  0.199  0.785  0.061  0.079 
00286  0.202  0.199  0.787  0.061  0.078 
00287  0.202  0.200  0.789  0.061  0.078 
00288  0.202  0.200  0.790  0.061  0.078 
00289  0.202  0.200  0.792  0.061  0.077 
00290  0.199  0.201  0.794  0.062  0.077 
00291  0.201  0.201  0.796  0.062  0.076 
00292  0.204  0.201  0.798  0.062  0.077 
00293  0.199  0.201  0.800  0.062  0.077 
00294  0.201  0.201  0.802  0.062  0.077 
00295  0.204  0.201  0.804  0.062  0.077 
00296  0.199  0.201  0.806  0.062  0.077 
00297  0.201  0.201  0.808  0.063  0.078 
00298  0.204  0.201  0.810  0.063  0.078 
00299  0.199  0.201  0.812  0.063  0.078 
00300  0.201  0.201  0.814  0.063  0.078 
00301  0.204  0.201  0.816  0.063  0.078 
00302  0.201  0.199  0.818  0.063  0.078 
00303  0.201  0.202  0.820  0.064  0.078 
00304  0.201  0.199  0.822  0.064  0.078 
00305  0.201  0.202  0.824  0.064  0.078 
00306  0.201  0.199  0.826  0.064  0.077 
00307  0.201  0.202  0.827  0.064  0.078 
00308  0.201  0.199  0.829  0.064  0.077 
00309  0.198  0.204  0.831  0.064  0.077 
00310  0.195  0.204  0.833  0.065  0.076 
00311  0.192  0.204  0.835  0.065  0.077 
00312  0.189  0.204  0.837  0.065  0.078 
00313  0.186  0.204  0.839  0.065  0.078 
00314  0.183  0.204  0.841  0.065  0.078 
00315  0.180  0.204  0.843  0.065  0.080 
00316  0.178  0.204  0.845  0.065  0.080 
00317  0.175  0.204  0.847  0.066  0.081 
00318  0.172  0.204  0.848  0.066  0.082 
00319  0.169  0.204  0.850  0.066  0.083 
00320  0.161  0.206  0.852  0.066  0.084 
00321  0.153  0.206  0.854  0.066  0.086 
00322  0.145  0.206  0.856  0.066  0.087 
00323  0.138  0.206  0.857  0.067  0.089 
00324  0.137  0.203  0.859  0.067  0.091 
00325  0.136  0.203  0.860  0.067  0.094 
00326  0.135  0.203  0.862  0.067  0.097 
00327  0.134  0.203  0.864  0.067  0.100 
00328  0.134  0.203  0.865  0.067  0.102 
00329  0.133  0.203  0.867  0.067  0.105 
00330  0.132  0.203  0.868  0.068  0.108 
00331  0.131  0.203  0.870  0.068  0.111 
00332  0.131  0.203  0.872  0.068  0.113 
00333  0.130  0.203  0.873  0.068  0.116 
00334  0.129  0.203  0.875  0.068  0.119 
00335  0.128  0.203  0.876  0.069  0.121 
00336  0.127  0.203  0.878  0.069  0.125 
00337  0.127  0.203  0.880  0.069  0.128 
00338  0.126  0.203  0.881  0.069  0.131 
00339  0.125  0.203  0.883  0.069  0.134 
00340  0.124  0.203  0.884  0.070  0.137 
00341  0.124  0.203  0.886  0.070  0.140 
00342  0.123  0.203  0.888  0.070  0.143 
00343  0.122  0.203  0.889  0.070  0.146 
00344  0.121  0.203  0.891  0.071  0.149 
00345  0.120  0.203  0.892  0.071  0.152 
00346  0.120  0.203  0.894  0.071  0.156 
00347  0.119  0.203  0.895  0.071  0.158 
00348  0.118  0.203  0.897  0.072  0.162 
00349  0.128  0.198  0.898  0.072  0.165 
00350  0.138  0.198  0.900  0.072  0.169 
00351  0.147  0.198  0.901  0.072  0.172 
00352  0.157  0.198  0.903  0.073  0.174 
00353  0.167  0.199  0.904  0.073  0.176 
00354  0.177  0.199  0.906  0.073  0.177 
00355  0.186  0.199  0.908  0.073  0.178 
00356  0.196  0.199  0.910  0.074  0.179 
00357  0.206  0.200  0.911  0.074  0.180 
00358  0.202  0.200  0.913  0.074  0.180 
00359  0.202  0.200  0.915  0.075  0.179 
00360  0.202  0.200  0.917  0.075  0.179 
00361  0.202  0.201  0.919  0.075  0.179 
00362  0.199  0.201  0.921  0.076  0.179 
00363  0.201  0.201  0.923  0.076  0.179 
00364  0.204  0.201  0.925  0.077  0.179 
00365  0.199  0.201  0.927  0.077  0.179 
00366  0.201  0.201  0.929  0.077  0.179 
00367  0.204  0.201  0.931  0.078  0.180 
00368  0.199  0.201  0.932  0.078  0.180 
00369  0.201  0.201  0.935  0.078  0.180 
00370  0.205  0.196  0.936  0.079  0.180 
00371  0.205  0.191  0.938  0.079  0.180 
00372  0.205  0.186  0.940  0.079  0.180 
00373  0.205  0.181  0.942  0.080  0.180 
00374  0.205  0.176  0.944  0.080  0.178 
00375  0.205  0.171  0.946  0.080  0.178 
00376  0.205  0.166  0.948  0.081  0.177 
00377  0.205  0.162  0.949  0.081  0.175 
00378  0.205  0.157  0.951  0.081  0.174 
00379  0.205  0.152  0.953  0.082  0.172 
00380  0.205  0.147  0.955  0.082  0.170 
00381  0.205  0.142  0.956  0.082  0.168 
00382  0.205  0.137  0.958  0.082  0.166 
00383  0.205  0.132  0.960  0.083  0.164 
00384  0.205  0.127  0.961  0.083  0.161 
00385  0.205  0.122  0.963  0.083  0.158 
00386  0.205  0.117  0.964  0.083  0.156 
00387  0.205  0.112  0.966  0.084  0.152 
00388  0.205  0.107  0.967  0.084  0.149 
00389  0.205  0.102  0.969  0.084  0.145 
00390  0.205  0.097  0.970  0.084  0.142 
00391  0.205  0.092  0.972  0.085  0.138 
00392  0.208  0.080  0.973  0.085  0.134 
00393  0.208  0.068  0.975  0.085  0.129 
00394  0.208  0.057  0.976  0.085  0.125 
00395  0.208  0.045  0.977  0.085  0.119 
00396  0.208  0.033  0.978  0.085  0.113 
00397  0.208  0.021  0.980  0.086  0.107 
00398  0.208  0.010  0.981  0.086  0.101 
00399  0.203  0.008  0.982  0.086  0.094 
00400  0.203  0.007  0.983  0.086  0.086 
00401  0.203  0.005  0.984  0.086  0.079 
00402  0.203  0.004  0.985  0.086  0.071 
00403  0.203  0.003  0.986  0.086  0.063 
00404  0.203  0.001  0.987  0.086  0.056 
00405  0.203  -0.000  0.988  0.086  0.048 
00406  0.203  -0.002  0.989  0.086  0.040 
00407  0.203  -0.003  0.990  0.086  0.033 
00408  0.203  -0.004  0.991  0.086  0.025 
00409  0.203  -0.006  0.992  0.086  0.017 
00410  0.203  -0.007  0.993  0.086  0.009 
00411  0.203  -0.009  0.994  0.086  0.002 
00412  0.203  -0.010  0.995  0.086  -0.006 
00413  0.205  -0.015  0.996  0.086  -0.013 
00414  0.205  -0.021  0.997  0.086  -0.021 
00415  0.205  -0.026  0.998  0.086  -0.029 
00416  0.205  -0.031  0.999  0.086  -0.038 
00417  0.205  -0.036  1.000  0.086  -0.046 
00418  0.201  -0.034  1.000  0.086  -0.055 
00419  0.201  -0.032  1.001  0.086  -0.064 
00420  0.201  -0.030  1.002  0.086  -0.073 
00421  0.201  -0.028  1.003  0.086  -0.081 
00422  0.201  -0.026  1.004  0.086  -0.090 
00423  0.201  -0.023  1.005  0.086  -0.098 
00424  0.201  -0.021  1.006  0.086  -0.107 
00425  0.201  -0.019  1.006  0.086  -0.115 
00426  0.201  -0.017  1.007  0.085  -0.124 
00427  0.201  -0.015  1.008  0.085  -0.132 
00428  0.201  -0.012  1.009  0.085  -0.140 
00429  0.201  -0.010  1.010  0.085  -0.148 
