00000 0.000000 0.000000 0.000000 0.000000 0.000000 
00000 0.000000 0.000000 0.000000 0.000000 0.000000 
00001 0.005000 0.005000 0.000000 0.000000 0.000000 
00002 0.010000 0.010000 0.000000 0.000000 0.000000 
00003 0.015000 0.015000 0.000000 0.000000 0.000000 
00004 0.020000 0.020000 0.000102 0.000000 0.000000 
00005 0.025000 0.025000 0.000205 0.000000 0.000000 
00006 0.030000 0.030000 0.000410 0.000000 0.000000 
00007 0.035000 0.035000 0.000563 0.000000 0.000394 
00008 0.040000 0.040000 0.000871 0.000000 0.000394 
00009 0.045000 0.045000 0.001178 0.000000 0.000394 
00010 0.050000 0.050000 0.001537 0.000000 -0.000000 
00011 0.055000 0.055000 0.001946 0.000000 -0.000000 
00012 0.060000 0.060000 0.002459 0.000000 -0.000000 
00013 0.065000 0.065000 0.002971 0.000000 -0.000000 
00014 0.070000 0.070000 0.003483 0.000000 -0.000000 
00015 0.075000 0.075000 0.004098 0.000000 -0.000000 
00016 0.080000 0.080000 0.004713 0.000000 -0.000000 
00017 0.085000 0.085000 0.005378 0.000001 0.000394 
00018 0.090000 0.090000 0.006147 0.000001 -0.000000 
00019 0.095000 0.095000 0.006966 0.000001 -0.000000 
00020 0.100000 0.100000 0.007888 0.000001 -0.000000 
00021 0.105000 0.105000 0.008810 0.000001 -0.000000 
00022 0.110000 0.110000 0.009732 0.000001 -0.000000 
00023 0.115000 0.115000 0.010757 0.000001 -0.000000 
00024 0.120000 0.120000 0.011884 0.000001 -0.000000 
00025 0.125000 0.125000 0.013011 0.000001 -0.000000 
00026 0.130000 0.130000 0.014138 0.000001 -0.000000 
00027 0.135000 0.135000 0.015367 0.000001 -0.000000 
00028 0.140000 0.140000 0.016699 0.000001 -0.000000 
00029 0.145000 0.145000 0.017980 0.000001 0.000394 
00030 0.150000 0.150000 0.019363 0.000001 -0.000000 
00031 0.155000 0.155000 0.020797 0.000001 -0.000000 
00032 0.160000 0.160000 0.022231 0.000001 -0.000000 
00033 0.165000 0.165000 0.023768 0.000001 -0.000000 
00034 0.170000 0.170000 0.025407 0.000001 -0.000000 
00035 0.175000 0.175000 0.026944 0.000001 -0.000000 
00036 0.180000 0.180000 0.028685 0.000001 -0.000000 
00037 0.185000 0.185000 0.030376 0.000002 0.000394 
00038 0.190000 0.190000 0.032168 0.000002 -0.000000 
00039 0.195000 0.195000 0.033961 0.000002 0.000394 
00040 0.200000 0.200000 0.035857 0.000002 -0.000000 
00041 0.200000 0.200000 0.037803 0.000002 -0.000000 
00042 0.200000 0.200000 0.039750 0.000002 -0.000000 
00043 0.200000 0.200000 0.041799 0.000002 -0.000000 
00044 0.200000 0.200000 0.043745 0.000002 -0.000000 
00045 0.200000 0.200000 0.045794 0.000002 -0.000000 
00046 0.200000 0.200000 0.047740 0.000002 -0.000000 
00047 0.200000 0.200000 0.049789 0.000002 -0.000000 
00048 0.200000 0.200000 0.051736 0.000002 -0.000000 
00049 0.200000 0.200000 0.053785 0.000002 -0.000000 
00050 0.200000 0.200000 0.055731 0.000002 -0.000000 
00051 0.200000 0.200000 0.057780 0.000002 -0.000000 
00052 0.200000 0.200000 0.059778 0.000003 0.000394 
00053 0.200000 0.200000 0.061776 0.000003 -0.000000 
00054 0.200000 0.200000 0.063773 0.000004 0.000394 
00055 0.200000 0.200000 0.065771 0.000004 -0.000000 
00056 0.200000 0.200000 0.067769 0.000005 0.000394 
00057 0.200000 0.200000 0.069767 0.000005 -0.000000 
00058 0.200000 0.200000 0.071764 0.000006 0.000394 
00059 0.200000 0.200000 0.073762 0.000006 -0.000000 
00060 0.200000 0.200000 0.075760 0.000006 0.000394 
00061 0.200000 0.200000 0.077758 0.000006 -0.000000 
00062 0.200000 0.200000 0.079806 0.000006 -0.000000 
00063 0.200000 0.200000 0.081753 0.000006 -0.000000 
00064 0.200000 0.200000 0.083802 0.000006 -0.000000 
00065 0.200000 0.200000 0.085748 0.000006 -0.000000 
00066 0.200000 0.200000 0.087797 0.000006 -0.000000 
00067 0.200000 0.200000 0.089744 0.000006 -0.000000 
00068 0.200000 0.200000 0.091793 0.000006 -0.000000 
00069 0.200000 0.200000 0.093739 0.000006 -0.000000 
00070 0.200000 0.200000 0.095788 0.000006 -0.000000 
00071 0.200000 0.200000 0.097735 0.000006 -0.000000 
00072 0.200000 0.200000 0.099784 0.000006 -0.000000 
00073 0.200000 0.200000 0.101730 0.000006 -0.000000 
00074 0.200000 0.200000 0.103779 0.000006 -0.000000 
00075 0.200000 0.200000 0.105777 0.000007 0.000394 
00076 0.200000 0.200000 0.107775 0.000007 -0.000000 
00077 0.200000 0.200000 0.109772 0.000008 0.000394 
00078 0.200000 0.200000 0.111770 0.000008 -0.000000 
00079 0.200000 0.200000 0.113768 0.000009 0.000394 
00080 0.200000 0.200000 0.115765 0.000009 -0.000000 
00081 0.200000 0.200000 0.117763 0.000010 0.000394 
00082 0.200000 0.200000 0.119761 0.000010 -0.000000 
00083 0.200000 0.200000 0.121759 0.000010 0.000394 
00084 0.200000 0.200000 0.123756 0.000010 -0.000000 
00085 0.200000 0.200000 0.125805 0.000010 -0.000000 
00086 0.200000 0.200000 0.127752 0.000010 -0.000000 
00087 0.200000 0.200000 0.129801 0.000010 -0.000000 
00088 0.200000 0.200000 0.131747 0.000010 -0.000000 
00089 0.200000 0.200000 0.133796 0.000010 -0.000000 
00090 0.200000 0.200000 0.135743 0.000010 -0.000000 
00091 0.200000 0.200000 0.137792 0.000010 -0.000000 
00092 0.200000 0.200000 0.139738 0.000010 -0.000000 
00093 0.200000 0.200000 0.141787 0.000010 -0.000000 
00094 0.200000 0.200000 0.143734 0.000010 -0.000000 
00095 0.200000 0.200000 0.145783 0.000010 -0.000000 
00096 0.200000 0.200000 0.147729 0.000010 -0.000000 
00097 0.200000 0.200000 0.149778 0.000010 -0.000000 
00098 0.200000 0.200000 0.151776 0.000011 0.000394 
00099 0.200000 0.200000 0.153773 0.000011 -0.000000 
00100 0.200000 0.200000 0.155771 0.000012 0.000394 
00101 0.200000 0.200000 0.157769 0.000012 -0.000000 
00102 0.200000 0.200000 0.159767 0.000013 0.000394 
00103 0.200000 0.200000 0.161764 0.000013 -0.000000 
00104 0.200000 0.200000 0.163762 0.000013 0.000394 
00105 0.200000 0.200000 0.165760 0.000013 -0.000000 
00106 0.200000 0.200000 0.167758 0.000014 0.000394 
00107 0.200000 0.200000 0.169755 0.000014 -0.000000 
00108 0.200000 0.200000 0.171804 0.000014 -0.000000 
00109 0.200000 0.200000 0.173751 0.000014 -0.000000 
00110 0.200000 0.200000 0.175800 0.000014 -0.000000 
00111 0.200000 0.200000 0.177746 0.000014 -0.000000 
00112 0.200000 0.200000 0.179795 0.000014 -0.000000 
00113 0.200000 0.200000 0.181742 0.000014 -0.000000 
00114 0.200000 0.200000 0.183791 0.000014 -0.000000 
00115 0.200000 0.200000 0.185737 0.000014 -0.000000 
00116 0.200000 0.200000 0.187786 0.000014 -0.000000 
00117 0.200000 0.200000 0.189732 0.000014 -0.000000 
00118 0.200000 0.200000 0.191781 0.000014 -0.000000 
00119 0.200000 0.200000 0.193728 0.000014 -0.000000 
00120 0.200000 0.200000 0.195777 0.000014 -0.000000 
00121 0.200000 0.200000 0.197775 0.000015 0.000394 
00122 0.200000 0.200000 0.199772 0.000015 -0.000000 
00123 0.200000 0.200000 0.201770 0.000016 0.000394 
00124 0.200000 0.200000 0.203768 0.000016 -0.000000 
00125 0.200000 0.200000 0.205765 0.000017 0.000394 
00126 0.200000 0.200000 0.207763 0.000017 -0.000000 
00127 0.200000 0.200000 0.209761 0.000017 0.000394 
00128 0.200000 0.200000 0.211759 0.000017 -0.000000 
00129 0.200000 0.200000 0.213756 0.000018 0.000394 
00130 0.200000 0.200000 0.215754 0.000018 -0.000000 
00131 0.200000 0.200000 0.217803 0.000018 -0.000000 
00132 0.200000 0.200000 0.219750 0.000018 -0.000000 
00133 0.200000 0.200000 0.221798 0.000018 -0.000000 
00134 0.200000 0.200000 0.223745 0.000018 -0.000000 
00135 0.200000 0.200000 0.225794 0.000018 -0.000000 
00136 0.200000 0.200000 0.227740 0.000018 -0.000000 
00137 0.200000 0.200000 0.229789 0.000018 -0.000000 
00138 0.200000 0.200000 0.231736 0.000018 -0.000000 
00139 0.200000 0.200000 0.233785 0.000018 -0.000000 
00140 0.200000 0.200000 0.235731 0.000018 -0.000000 
00141 0.200000 0.200000 0.237780 0.000018 -0.000000 
00142 0.200000 0.200000 0.239727 0.000018 -0.000000 
00143 0.200000 0.200000 0.241776 0.000018 -0.000000 
00144 0.200000 0.200000 0.243773 0.000019 0.000394 
00145 0.200000 0.200000 0.245771 0.000019 -0.000000 
00146 0.200000 0.200000 0.247769 0.000020 0.000394 
00147 0.200000 0.200000 0.249767 0.000020 -0.000000 
00148 0.200000 0.200000 0.251764 0.000021 0.000394 
00149 0.200000 0.200000 0.253762 0.000021 -0.000000 
