0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000 
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000 
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000 
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000 
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000 
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000 
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000 
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000 
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000 
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000 
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000 
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000 
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000 
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000 
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000 
1000.000, 1000.000, 1000.000, 1000.000, 2.437, 1000.000, 1000.000, 1000.000, 1000.000 
1000.000, 1000.000, 1000.000, 1000.000, 2.437, 1000.000, 1000.000, 1000.000, 1000.000 
1000.000, 1000.000, 1000.000, 1000.000, 2.437, 1000.000, 1000.000, 1000.000, 1000.000 
1000.000, 1000.000, 1000.000, 1000.000, 2.437, 1000.000, 1000.000, 1000.000, 1000.000 
1000.000, 1000.000, 1000.000, 1000.000, 2.437, 1000.000, 1000.000, 1000.000, 1000.000 
1000.000, 1000.000, 1000.000, 1000.000, 2.437, 1000.000, 1000.000, 1000.000, 1000.000 
1000.000, 1000.000, 1000.000, 1000.000, 2.437, 1000.000, 1000.000, 1000.000, 1000.000 
1000.000, 1000.000, 1000.000, 1000.000, 2.437, 1000.000, 1000.000, 1000.000, 1000.000 
1000.000, 1000.000, 1000.000, 1000.000, 2.437, 1000.000, 1000.000, 1000.000, 1000.000 
1000.000, 1000.000, 1000.000, 1000.000, 2.437, 1000.000, 1000.000, 1000.000, 1000.000 
1000.000, 1000.000, 1000.000, 1000.000, 2.429, 1000.000, 1000.000, 1000.000, 1000.000 
1000.000, 1000.000, 1000.000, 1000.000, 2.429, 1000.000, 1000.000, 1000.000, 1000.000 
1000.000, 1000.000, 1000.000, 1000.000, 2.429, 1000.000, 1000.000, 1000.000, 1000.000 
1000.000, 1000.000, 1000.000, 1000.000, 2.429, 1000.000, 1000.000, 1000.000, 1000.000 
1000.000, 1000.000, 1000.000, 1000.000, 2.429, 1000.000, 1000.000, 1000.000, 1000.000 
1000.000, 1000.000, 1000.000, 1000.000, 2.429, 1000.000, 1000.000, 1000.000, 1000.000 
1000.000, 1000.000, 1000.000, 1000.000, 2.429, 1000.000, 1000.000, 1000.000, 1000.000 
1000.000, 1000.000, 1000.000, 1000.000, 2.429, 1000.000, 1000.000, 1000.000, 1000.000 
1000.000, 1000.000, 1000.000, 1000.000, 2.429, 1000.000, 1000.000, 1000.000, 1000.000 
1000.000, 1000.000, 1000.000, 1000.000, 2.429, 1000.000, 1000.000, 1000.000, 1000.000 
1000.000, 1000.000, 1000.000, 1000.000, 2.416, 1000.000, 1000.000, 1000.000, 1000.000 
1000.000, 1000.000, 1000.000, 1000.000, 2.416, 1000.000, 1000.000, 1000.000, 1000.000 
1000.000, 1000.000, 1000.000, 1000.000, 2.416, 1000.000, 1000.000, 1000.000, 1000.000 
1000.000, 1000.000, 1000.000, 1000.000, 2.416, 1000.000, 1000.000, 1000.000, 1000.000 
1000.000, 1000.000, 1000.000, 1000.000, 2.416, 1000.000, 1000.000, 1000.000, 1000.000 
1000.000, 1000.000, 1000.000, 1000.000, 2.416, 1000.000, 1000.000, 1000.000, 1000.000 
1000.000, 1000.000, 1000.000, 1000.000, 2.416, 1000.000, 1000.000, 1000.000, 1000.000 
1000.000, 1000.000, 1000.000, 1000.000, 2.416, 1000.000, 1000.000, 1000.000, 1000.000 
1000.000, 1000.000, 1000.000, 1000.000, 2.416, 1000.000, 1000.000, 1000.000, 1000.000 
1000.000, 1000.000, 1000.000, 1000.000, 2.416, 1000.000, 1000.000, 1000.000, 1000.000 
1000.000, 1000.000, 1000.000, 1000.000, 2.398, 1000.000, 1000.000, 1000.000, 1000.000 
1000.000, 1000.000, 1000.000, 1000.000, 2.398, 1000.000, 1000.000, 1000.000, 1000.000 
1000.000, 1000.000, 1000.000, 1000.000, 2.398, 1000.000, 1000.000, 1000.000, 1000.000 
1000.000, 1000.000, 1000.000, 1000.000, 2.398, 1000.000, 1000.000, 1000.000, 1000.000 
1000.000, 1000.000, 1000.000, 1000.000, 2.398, 1000.000, 1000.000, 1000.000, 1000.000 
1000.000, 1000.000, 1000.000, 1000.000, 2.398, 1000.000, 1000.000, 1000.000, 1000.000 
1000.000, 1000.000, 1000.000, 1000.000, 2.398, 1000.000, 1000.000, 1000.000, 1000.000 
1000.000, 1000.000, 1000.000, 1000.000, 2.398, 1000.000, 1000.000, 1000.000, 1000.000 
1000.000, 1000.000, 1000.000, 1000.000, 2.398, 1000.000, 1000.000, 1000.000, 1000.000 
1000.000, 1000.000, 1000.000, 1000.000, 2.398, 1000.000, 1000.000, 1000.000, 1000.000 
1000.000, 1000.000, 1000.000, 1000.000, 2.398, 1000.000, 1000.000, 1000.000, 1000.000 
1000.000, 1000.000, 1000.000, 1000.000, 2.375, 1000.000, 1000.000, 1000.000, 1000.000 
1000.000, 1000.000, 1000.000, 1000.000, 2.375, 1000.000, 1000.000, 1000.000, 1000.000 
1000.000, 1000.000, 1000.000, 1000.000, 2.375, 1000.000, 1000.000, 1000.000, 1000.000 
1000.000, 1000.000, 1000.000, 1000.000, 2.375, 1000.000, 1000.000, 1000.000, 1000.000 
1000.000, 1000.000, 1000.000, 1000.000, 2.375, 1000.000, 1000.000, 1000.000, 1000.000 
1000.000, 1000.000, 1000.000, 1000.000, 2.375, 1000.000, 1000.000, 1000.000, 1000.000 
1000.000, 1000.000, 1000.000, 1000.000, 2.375, 1000.000, 1000.000, 1000.000, 1000.000 
1000.000, 1000.000, 1000.000, 1000.000, 2.375, 1000.000, 1000.000, 1000.000, 1000.000 
1000.000, 1000.000, 1000.000, 1000.000, 2.375, 1000.000, 1000.000, 1000.000, 1000.000 
1000.000, 1000.000, 1000.000, 1000.000, 2.347, 1000.000, 1000.000, 1000.000, 1000.000 
1000.000, 1000.000, 1000.000, 1000.000, 2.347, 1000.000, 1000.000, 1000.000, 1000.000 
1000.000, 1000.000, 1000.000, 1000.000, 2.347, 1000.000, 1000.000, 1000.000, 1000.000 
