94.000000 96.000000 96.000000 96.000000 94.000000 0.750000 1.000000 
94.000000 96.000000 96.000000 96.000000 94.000000 0.750000 1.000000 
94.000000 96.000000 96.000000 96.000000 94.000000 0.750000 1.000000 
94.000000 96.000000 96.000000 96.000000 94.000000 0.750000 1.000000 
94.000000 96.000000 96.000000 96.000000 94.000000 0.750000 1.000000 
94.000000 96.000000 96.000000 96.000000 94.000000 0.750000 1.000000 
94.000000 96.000000 96.000000 96.000000 94.000000 0.750000 1.000000 
94.000000 96.000000 96.000000 96.000000 94.000000 0.750000 1.000000 
94.000000 96.000000 96.000000 96.000000 94.000000 0.750000 1.000000 
94.000000 96.000000 96.000000 96.000000 94.000000 0.750000 1.000000 
94.000000 96.000000 96.000000 96.000000 94.000000 0.750000 1.000000 
94.000000 96.000000 96.000000 96.000000 94.000000 0.750000 1.000000 
94.000000 96.000000 96.000000 96.000000 94.000000 0.750000 1.000000 
94.000000 96.000000 96.000000 96.000000 94.000000 0.750000 1.000000 
94.000000 96.000000 96.000000 96.000000 94.000000 0.750000 1.000000 
94.000000 96.000000 96.000000 96.000000 94.000000 0.750000 1.000000 
94.000000 96.000000 96.000000 96.000000 94.000000 0.750000 1.000000 
94.000000 96.000000 96.000000 96.000000 94.000000 0.750000 1.000000 
94.000000 96.000000 96.000000 96.000000 94.000000 0.750000 1.000000 
94.000000 96.000000 96.000000 96.000000 94.000000 0.750000 1.000000 
94.000000 96.000000 96.000000 96.000000 94.000000 0.750000 1.000000 
94.000000 96.000000 96.000000 96.000000 94.000000 0.750000 1.000000 
94.000000 96.000000 96.000000 96.000000 94.000000 0.750000 1.000000 
94.000000 96.000000 96.000000 96.000000 94.000000 0.750000 1.000000 
94.000000 96.000000 96.000000 96.000000 94.000000 0.750000 1.000000 
94.000000 96.000000 96.000000 96.000000 94.000000 0.750000 1.000000 
94.000000 96.000000 96.000000 96.000000 94.000000 0.750000 1.000000 
94.000000 96.000000 96.000000 96.000000 94.000000 0.750000 1.000000 
94.000000 96.000000 96.000000 96.000000 94.000000 0.750000 1.000000 
94.000000 96.000000 96.000000 96.000000 94.000000 0.750000 1.000000 
94.000000 96.000000 96.000000 96.000000 94.000000 0.750000 1.000000 
94.000000 96.000000 96.000000 96.000000 94.000000 0.750000 1.000000 
94.000000 96.000000 96.000000 96.000000 94.000000 0.750000 1.000000 
94.000000 96.000000 96.000000 96.000000 94.000000 0.750000 1.000000 
94.000000 96.000000 96.000000 96.000000 94.000000 0.750000 1.000000 
94.000000 96.000000 96.000000 96.000000 94.000000 0.750000 1.000000 
94.000000 96.000000 96.000000 96.000000 94.000000 0.750000 1.000000 
94.000000 96.000000 96.000000 96.000000 94.000000 0.750000 1.000000 
94.000000 96.000000 96.000000 96.000000 94.000000 0.750000 1.000000 
94.000000 96.000000 96.000000 96.000000 94.000000 0.750000 1.000000 
94.000000 96.000000 96.000000 96.000000 94.000000 0.750000 1.000000 
94.000000 96.000000 96.000000 96.000000 94.000000 0.750000 1.000000 
94.000000 96.000000 96.000000 96.000000 94.000000 0.750000 1.000000 
94.000000 96.000000 96.000000 96.000000 94.000000 0.750000 1.000000 
94.000000 96.000000 96.000000 96.000000 94.000000 0.750000 1.000000 
94.000000 96.000000 96.000000 96.000000 94.000000 0.750000 1.000000 
94.000000 96.000000 96.000000 96.000000 94.000000 0.750000 1.000000 
94.000000 96.000000 96.000000 96.000000 94.000000 0.750000 1.000000 
94.000000 96.000000 96.000000 96.000000 94.000000 0.750000 1.000000 
94.000000 96.000000 96.000000 96.000000 94.000000 0.750000 1.000000 
94.000000 96.000000 96.000000 96.000000 94.000000 0.750000 1.000000 
94.000000 96.000000 96.000000 96.000000 94.000000 0.750000 1.000000 
94.000000 96.000000 96.000000 96.000000 94.000000 0.750000 1.000000 
94.000000 96.000000 96.000000 96.000000 94.000000 0.750000 1.000000 
94.000000 96.000000 96.000000 96.000000 94.000000 0.750000 1.000000 
94.000000 96.000000 96.000000 96.000000 94.000000 0.750000 1.000000 
94.000000 96.000000 96.000000 96.000000 94.000000 0.750000 1.000000 
94.000000 96.000000 96.000000 96.000000 94.000000 0.750000 1.000000 
94.000000 96.000000 96.000000 96.000000 94.000000 0.750000 1.000000 
94.000000 96.000000 96.000000 96.000000 94.000000 0.750000 1.000000 
94.000000 96.000000 96.000000 96.000000 94.000000 0.750000 1.000000 
