00000  0.000  0.000  0.000  0.000  0.000 
00000  0.000  0.000  0.000  0.000  0.000 
00001  0.005  0.005  0.000  0.000  0.000 
00002  0.010  0.010  0.000  0.000  0.000 
00003  0.015  0.015  0.000  0.000  0.000 
00004  0.020  0.020  0.000  0.000  0.000 
00005  0.025  0.025  0.000  0.000  0.000 
00006  0.030  0.030  0.000  0.000  0.001 
00007  0.035  0.035  0.000  0.000  0.001 
00008  0.040  0.040  0.001  0.000  0.001 
00009  0.045  0.045  0.001  0.000  0.001 
00010  0.050  0.050  0.001  0.000  0.002 
00011  0.055  0.055  0.002  0.000  0.002 
00012  0.060  0.060  0.002  0.000  0.002 
00013  0.065  0.065  0.003  0.000  0.002 
00014  0.070  0.070  0.003  0.000  0.002 
00015  0.075  0.075  0.004  0.000  0.002 
00016  0.080  0.080  0.004  0.000  0.003 
00017  0.085  0.085  0.005  0.000  0.003 
00018  0.090  0.090  0.006  0.000  0.003 
00019  0.095  0.095  0.006  0.000  0.003 
00020  0.100  0.100  0.007  0.000  0.003 
00021  0.105  0.105  0.008  0.000  0.004 
00022  0.110  0.110  0.009  0.000  0.004 
00023  0.115  0.115  0.010  0.000  0.004 
00024  0.120  0.120  0.011  0.000  0.004 
00025  0.125  0.125  0.012  0.000  0.004 
00026  0.130  0.130  0.013  0.000  0.005 
00027  0.135  0.135  0.014  0.000  0.005 
00028  0.140  0.140  0.016  0.000  0.005 
00029  0.145  0.145  0.017  0.000  0.005 
00030  0.150  0.150  0.018  0.000  0.006 
00031  0.155  0.155  0.020  0.000  0.006 
00032  0.160  0.160  0.021  0.000  0.006 
00033  0.165  0.165  0.022  0.000  0.006 
00034  0.169  0.171  0.024  0.000  0.006 
00035  0.174  0.176  0.026  0.000  0.006 
00036  0.179  0.181  0.027  0.000  0.007 
00037  0.184  0.186  0.029  0.000  0.007 
00038  0.189  0.191  0.031  0.000  0.007 
00039  0.194  0.196  0.032  0.000  0.007 
00040  0.199  0.201  0.034  0.000  0.007 
00041  0.204  0.206  0.036  0.000  0.007 
00042  0.209  0.211  0.038  0.000  0.007 
00043  0.214  0.216  0.040  0.000  0.008 
00044  0.219  0.221  0.042  0.000  0.008 
00045  0.224  0.226  0.044  0.000  0.008 
00046  0.229  0.231  0.046  0.000  0.009 
00047  0.234  0.236  0.048  0.000  0.009 
00048  0.239  0.241  0.051  0.000  0.009 
00049  0.244  0.246  0.053  0.000  0.009 
00050  0.249  0.251  0.055  0.000  0.009 
00051  0.254  0.256  0.058  0.000  0.009 
00052  0.259  0.261  0.060  0.000  0.010 
00053  0.264  0.266  0.062  0.000  0.010 
00054  0.269  0.271  0.065  0.000  0.010 
00055  0.274  0.276  0.068  0.000  0.010 
00056  0.279  0.281  0.070  0.000  0.010 
00057  0.284  0.286  0.073  0.001  0.011 
00058  0.289  0.291  0.076  0.001  0.011 
00059  0.294  0.296  0.078  0.001  0.011 
00060  0.299  0.301  0.081  0.001  0.011 
00061  0.304  0.306  0.084  0.001  0.011 
00062  0.309  0.311  0.087  0.001  0.012 
00063  0.314  0.316  0.090  0.001  0.012 
00064  0.319  0.321  0.093  0.001  0.012 
00065  0.324  0.326  0.096  0.001  0.012 
00066  0.329  0.331  0.099  0.001  0.013 
00067  0.334  0.336  0.102  0.001  0.012 
00068  0.339  0.341  0.106  0.001  0.013 
00069  0.344  0.346  0.109  0.001  0.013 
00070  0.349  0.351  0.112  0.001  0.013 
00071  0.354  0.356  0.116  0.001  0.013 
00072  0.359  0.361  0.119  0.001  0.013 
00073  0.364  0.366  0.122  0.001  0.014 
00074  0.369  0.371  0.126  0.001  0.014 
00075  0.374  0.376  0.130  0.001  0.014 
00076  0.379  0.381  0.133  0.001  0.014 
00077  0.384  0.386  0.137  0.001  0.014 
00078  0.389  0.391  0.141  0.001  0.015 
00079  0.394  0.396  0.144  0.001  0.015 
00080  0.399  0.401  0.148  0.002  0.015 
00081  0.404  0.406  0.152  0.002  0.015 
00082  0.409  0.411  0.156  0.002  0.015 
