00000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  00000 
00000  0.502  0.502  0.502  0.502  0.000  0.502  0.502  0.502  0.000  00005 
00001  0.502  0.502  0.502  0.502  0.000  0.502  0.502  0.502  0.000  00005 
00002  0.502  0.502  0.502  0.502  0.000  0.502  0.502  0.502  0.000  00005 
00003  0.502  0.502  0.502  0.502  0.000  0.502  0.502  0.502  0.000  00005 
00004  0.502  0.502  0.502  0.502  0.000  0.502  0.502  0.502  0.000  00005 
00005  0.502  0.502  0.502  0.502  0.000  0.502  0.502  0.502  0.000  00005 
00006  0.502  0.502  0.502  0.502  0.000  0.502  0.502  0.502  0.000  00005 
00007  0.502  0.502  0.502  0.502  0.000  0.502  0.502  0.502  0.000  00005 
00008  0.502  0.502  0.502  0.502  0.000  0.502  0.502  0.502  0.000  00005 
00009  0.502  0.502  0.502  0.502  0.000  0.502  0.502  0.502  0.000  00005 
00010  0.502  0.502  0.502  0.502  0.000  0.502  0.502  0.502  0.000  00005 
00011  0.502  0.502  0.502  0.502  0.000  0.502  0.502  0.502  0.000  00005 
00012  0.502  0.502  0.502  0.502  0.000  0.502  0.502  0.502  0.000  00005 
00013  0.502  0.502  0.502  0.502  0.000  0.502  0.502  0.502  0.000  00005 
00014  0.502  0.502  0.502  0.502  0.000  0.502  0.502  0.502  0.000  00005 
00015  0.502  0.502  0.502  0.502  0.000  0.502  0.502  0.502  0.000  00005 
00016  0.502  0.502  0.502  0.502  0.000  0.502  0.502  0.502  0.000  00005 
00017  0.502  0.502  0.502  0.502  0.000  0.502  0.502  0.502  0.000  00005 
00018  0.502  0.502  0.502  0.502  0.000  0.502  0.502  0.502  0.000  00005 
00019  0.502  0.502  0.502  0.502  0.000  0.502  0.502  0.502  0.000  00005 
00020  0.502  0.502  0.502  0.502  0.000  0.502  0.502  0.502  0.000  00005 
00021  0.502  0.502  0.502  0.502  0.000  0.502  0.502  0.502  0.000  00005 
00022  0.502  0.502  0.502  0.502  0.000  0.502  0.502  0.502  0.000  00005 
00023  0.502  0.502  0.502  0.502  0.000  0.502  0.502  0.502  0.000  00005 
00024  0.502  0.502  0.502  0.502  0.000  0.502  0.502  0.502  0.000  00005 
00025  0.502  0.502  0.502  0.502  0.000  0.502  0.502  0.502  0.000  00005 
00026  0.502  0.502  0.502  0.502  0.000  0.502  0.502  0.502  0.000  00005 
00027  0.502  0.502  0.502  0.502  0.000  0.502  0.502  0.502  0.000  00005 
00028  0.502  0.502  0.502  0.502  0.000  0.502  0.502  0.502  0.000  00005 
00029  0.502  0.502  0.502  0.502  0.000  0.502  0.502  0.502  0.000  00005 
00030  0.502  0.502  0.502  0.502  0.000  0.502  0.502  0.502  0.000  00005 
00031  0.502  0.502  0.502  0.502  0.000  0.502  0.502  0.502  0.000  00005 
00032  0.502  0.502  0.502  0.502  0.000  0.502  0.502  0.502  0.000  00005 
00033  0.502  0.502  0.502  0.502  0.000  0.502  0.502  0.502  0.000  00005 
00034  0.502  0.502  0.502  0.502  0.000  0.502  0.502  0.502  0.000  00005 
00035  0.502  0.502  0.502  0.502  0.000  0.502  0.502  0.502  0.000  00005 
